radius,xi,mass,luminosity,pressure,temperature,density,egr,theta,y
1.85136e+008,0,1.12397e+030,8.86106e+026,2.68785e+015,1.07355e+007,18896,0.000150387,0,0
1.86528e+008,0,1.13524e+030,8.87761e+026,2.63173e+015,1.07282e+007,18512.7,0.000146925,0,0
1.8792e+008,0,1.14645e+030,8.8937e+026,2.57703e+015,1.07212e+007,18138.5,0.000143565,0,0
1.89312e+008,0,1.15759e+030,8.90933e+026,2.52369e+015,1.07144e+007,17773.1,0.000140304,0,0
1.90704e+008,0,1.16867e+030,8.92453e+026,2.4717e+015,1.07078e+007,17416.3,0.000137138,0,0
1.92096e+008,0,1.17968e+030,8.9393e+026,2.421e+015,1.07013e+007,17068,0.000134064,0,0
1.93488e+008,0,1.19064e+030,8.95366e+026,2.37157e+015,1.06951e+007,16728,0.000131079,0,0
1.9488e+008,0,1.20153e+030,8.96762e+026,2.32338e+015,1.06891e+007,16396,0.000128179,0,0
1.96272e+008,0,1.21236e+030,8.9812e+026,2.27639e+015,1.06833e+007,16071.9,0.000125363,0,0
1.97664e+008,0,1.22313e+030,8.9944e+026,2.23057e+015,1.06776e+007,15755.4,0.000122626,0,0
1.99056e+008,0,1.23384e+030,9.00724e+026,2.18588e+015,1.06721e+007,15446.4,0.000119967,0,0
2.00448e+008,0,1.24448e+030,9.01974e+026,2.1423e+015,1.06668e+007,15144.8,0.000117382,0,0
2.0184e+008,0,1.25506e+030,9.03189e+026,2.09979e+015,1.06616e+007,14850.2,0.00011487,0,0
2.03232e+008,0,1.26558e+030,9.04372e+026,2.05834e+015,1.06566e+007,14562.6,0.000112427,0,0
2.04624e+008,0,1.27604e+030,9.05523e+026,2.0179e+015,1.06518e+007,14281.8,0.000110052,0,0
2.06016e+008,0,1.28644e+030,9.06644e+026,1.97846e+015,1.06471e+007,14007.7,0.000107743,0,0
2.07408e+008,0,1.29678e+030,9.07735e+026,1.93997e+015,1.06425e+007,13739.9,0.000105496,0,0
2.088e+008,0,1.30706e+030,9.08797e+026,1.90243e+015,1.0638e+007,13478.5,0.000103311,0,0
2.10192e+008,0,1.31728e+030,9.09831e+026,1.8658e+015,1.06337e+007,13223.1,0.000101185,0,0
2.11584e+008,0,1.32744e+030,9.10838e+026,1.83006e+015,1.06296e+007,12973.8,9.91168e-005,0,0
2.12976e+008,0,1.33754e+030,9.11818e+026,1.79519e+015,1.06255e+007,12730.3,9.71036e-005,0,0
2.14368e+008,0,1.34758e+030,9.12774e+026,1.76115e+015,1.06216e+007,12492.4,9.51441e-005,0,0
2.1576e+008,0,1.35757e+030,9.13705e+026,1.72793e+015,1.06177e+007,12260.1,9.32365e-005,0,0
2.17152e+008,0,1.36749e+030,9.14612e+026,1.69551e+015,1.0614e+007,12033.2,9.13793e-005,0,0
2.18544e+008,0,1.37736e+030,9.15496e+026,1.66387e+015,1.06104e+007,11811.6,8.95708e-005,0,0
2.19936e+008,0,1.38717e+030,9.16357e+026,1.63297e+015,1.06069e+007,11595.1,8.78095e-005,0,0
2.21328e+008,0,1.39693e+030,9.17197e+026,1.60282e+015,1.06035e+007,11383.5,8.60939e-005,0,0
2.2272e+008,0,1.40662e+030,9.18016e+026,1.57337e+015,1.06002e+007,11176.9,8.44226e-005,0,0
2.24112e+008,0,1.41627e+030,9.18814e+026,1.54462e+015,1.0597e+007,10974.9,8.27942e-005,0,0
2.25504e+008,0,1.42585e+030,9.19593e+026,1.51654e+015,1.05939e+007,10777.7,8.12075e-005,0,0
2.26896e+008,0,1.43539e+030,9.20352e+026,1.48912e+015,1.05909e+007,10584.9,7.96611e-005,0,0
2.28288e+008,0,1.44486e+030,9.21093e+026,1.46234e+015,1.05879e+007,10396.5,7.81537e-005,0,0
2.2968e+008,0,1.45429e+030,9.21815e+026,1.43619e+015,1.05851e+007,10212.3,7.66843e-005,0,0
2.31072e+008,0,1.46366e+030,9.2252e+026,1.41064e+015,1.05823e+007,10032.4,7.52517e-005,0,0
2.32464e+008,0,1.47297e+030,9.23208e+026,1.38568e+015,1.05796e+007,9856.51,7.38547e-005,0,0
2.33856e+008,0,1.48224e+030,9.2388e+026,1.36129e+015,1.0577e+007,9684.58,7.24922e-005,0,0
2.35248e+008,0,1.49145e+030,9.24536e+026,1.33746e+015,1.05744e+007,9516.5,7.11634e-005,0,0
2.3664e+008,0,1.50061e+030,9.25176e+026,1.31418e+015,1.05719e+007,9352.19,6.9867e-005,0,0
2.38032e+008,0,1.50972e+030,9.25801e+026,1.29143e+015,1.05695e+007,9191.54,6.86023e-005,0,0
2.39424e+008,0,1.51878e+030,9.26411e+026,1.26919e+015,1.05671e+007,9034.46,6.73683e-005,0,0
2.40816e+008,0,1.52779e+030,9.27007e+026,1.24745e+015,1.05649e+007,8880.87,6.61639e-005,0,0
2.42208e+008,0,1.53675e+030,9.27589e+026,1.2262e+015,1.05626e+007,8730.66,6.49885e-005,0,0
2.436e+008,0,1.54566e+030,9.28158e+026,1.20543e+015,1.05605e+007,8583.76,6.38412e-005,0,0
2.44992e+008,0,1.55452e+030,9.28714e+026,1.18512e+015,1.05583e+007,8440.08,6.2721e-005,0,0
2.46384e+008,0,1.56333e+030,9.29257e+026,1.16526e+015,1.05563e+007,8299.54,6.16274e-005,0,0
2.47776e+008,0,1.5721e+030,9.29788e+026,1.14585e+015,1.05543e+007,8162.07,6.05594e-005,0,0
2.49168e+008,0,1.58082e+030,9.30307e+026,1.12686e+015,1.05523e+007,8027.58,5.95164e-005,0,0
2.5056e+008,0,1.58949e+030,9.30814e+026,1.10828e+015,1.05504e+007,7895.99,5.84976e-005,0,0
2.51952e+008,0,1.59811e+030,9.3131e+026,1.09012e+015,1.05486e+007,7767.24,5.75024e-005,0,0
2.53344e+008,0,1.60669e+030,9.31795e+026,1.07234e+015,1.05468e+007,7641.26,5.65302e-005,0,0
2.54736e+008,0,1.61523e+030,9.32269e+026,1.05496e+015,1.0545e+007,7517.97,5.55801e-005,0,0
2.56128e+008,0,1.62371e+030,9.32733e+026,1.03795e+015,1.05433e+007,7397.31,5.46518e-005,0,0
2.5752e+008,0,1.63216e+030,9.33187e+026,1.0213e+015,1.05417e+007,7279.21,5.37444e-005,0,0
2.58912e+008,0,1.64056e+030,9.33631e+026,1.00502e+015,1.05401e+007,7163.62,5.28576e-005,0,0
2.60304e+008,0,1.64892e+030,9.34065e+026,9.89075e+014,1.05385e+007,7050.45,5.19906e-005,0,0
2.61696e+008,0,1.65723e+030,9.34491e+026,9.73473e+014,1.05369e+007,6939.67,5.1143e-005,0,0
2.63088e+008,0,1.6655e+030,9.34907e+026,9.58202e+014,1.05354e+007,6831.2,5.03142e-005,0,0
2.6448e+008,0,1.67373e+030,9.35314e+026,9.43252e+014,1.0534e+007,6724.99,4.95037e-005,0,0
2.65872e+008,0,1.68191e+030,9.35713e+026,9.28616e+014,1.05325e+007,6620.99,4.87111e-005,0,0
2.67264e+008,0,1.69006e+030,9.36103e+026,9.14286e+014,1.05312e+007,6519.14,4.79357e-005,0,0
2.68656e+008,0,1.69817e+030,9.36486e+026,9.00253e+014,1.05298e+007,6419.38,4.71773e-005,0,0
2.70048e+008,0,1.70623e+030,9.3686e+026,8.86512e+014,1.05285e+007,6321.67,4.64353e-005,0,0
2.7144e+008,0,1.71425e+030,9.37227e+026,8.73054e+014,1.05272e+007,6225.96,4.57092e-005,0,0
2.72832e+008,0,1.72224e+030,9.37586e+026,8.59873e+014,1.05259e+007,6132.2,4.49988e-005,0,0
2.74224e+008,0,1.73018e+030,9.37938e+026,8.46961e+014,1.05247e+007,6040.34,4.43035e-005,0,0
2.75616e+008,0,1.73809e+030,9.38283e+026,8.34312e+014,1.05235e+007,5950.33,4.36229e-005,0,0
2.77008e+008,0,1.74596e+030,9.38621e+026,8.2192e+014,1.05223e+007,5862.13,4.29567e-005,0,0
2.784e+008,0,1.75379e+030,9.38952e+026,8.09778e+014,1.05212e+007,5775.71,4.23046e-005,0,0
2.79792e+008,0,1.76158e+030,9.39277e+026,7.9788e+014,1.05201e+007,5691,4.1666e-005,0,0
2.81184e+008,0,1.76934e+030,9.39595e+026,7.8622e+014,1.0519e+007,5607.98,4.10408e-005,0,0
2.82576e+008,0,1.77706e+030,9.39907e+026,7.74793e+014,1.05179e+007,5526.6,4.04285e-005,0,0
2.83968e+008,0,1.78474e+030,9.40213e+026,7.63593e+014,1.05169e+007,5446.83,3.98288e-005,0,0
2.8536e+008,0,1.79239e+030,9.40514e+026,7.52614e+014,1.05159e+007,5368.62,3.92414e-005,0,0
2.86752e+008,0,1.8e+030,9.40808e+026,7.41852e+014,1.05149e+007,5291.94,3.8666e-005,0,0
2.88144e+008,0,1.80758e+030,9.41097e+026,7.313e+014,1.05139e+007,5216.76,3.81023e-005,0,0
2.89536e+008,0,1.81512e+030,9.4138e+026,7.20954e+014,1.05129e+007,5143.03,3.755e-005,0,0
2.90928e+008,0,1.82263e+030,9.41658e+026,7.1081e+014,1.0512e+007,5070.73,3.70088e-005,0,0
2.9232e+008,0,1.8301e+030,9.4193e+026,7.00861e+014,1.05111e+007,4999.82,3.64784e-005,0,0
2.93712e+008,0,1.83754e+030,9.42198e+026,6.91104e+014,1.05102e+007,4930.26,3.59586e-005,0,0
2.95104e+008,0,1.84495e+030,9.4246e+026,6.81535e+014,1.05094e+007,4862.03,3.54491e-005,0,0
2.96496e+008,0,1.85232e+030,9.42718e+026,6.72148e+014,1.05085e+007,4795.1,3.49496e-005,0,0
2.97888e+008,0,1.85966e+030,9.42971e+026,6.62939e+014,1.05077e+007,4729.44,3.44599e-005,0,0
2.9928e+008,0,1.86697e+030,9.43219e+026,6.53905e+014,1.05069e+007,4665.01,3.39798e-005,0,0
