radius,xi,mass,luminosity,pressure,temperature,density,egr,theta,y
1.81656e+008,1.80266,1.83382e+030,2.32906e+027,4.02114e+015,9.49934e+006,41145.5,0.000200186,0.63329,0.891626
1.82352e+008,1.80956,1.8457e+030,2.33141e+027,3.97368e+015,9.47119e+006,40780.7,0.000196069,0.631413,0.897359
1.83048e+008,1.81647,1.85757e+030,2.33371e+027,3.9267e+015,9.44307e+006,40418.6,0.000192031,0.629538,0.903084
1.83744e+008,1.82338,1.86943e+030,2.33597e+027,3.8802e+015,9.41499e+006,40059,0.000188068,0.627666,0.908801
1.8444e+008,1.83028,1.88127e+030,2.33817e+027,3.83417e+015,9.38694e+006,39702.1,0.000184181,0.625796,0.914511
1.85136e+008,1.83719,1.89309e+030,2.34033e+027,3.7886e+015,9.35893e+006,39347.7,0.000180368,0.623928,0.920212
1.85832e+008,1.8441,1.90489e+030,2.34243e+027,3.7435e+015,9.33095e+006,38995.9,0.000176627,0.622063,0.925904
1.86528e+008,1.851,1.91668e+030,2.34449e+027,3.69887e+015,9.30301e+006,38646.6,0.000172958,0.620201,0.931588
1.87224e+008,1.85791,1.92845e+030,2.34651e+027,3.65469e+015,9.27511e+006,38299.9,0.00016936,0.61834,0.937263
1.8792e+008,1.86482,1.9402e+030,2.34848e+027,3.61097e+015,9.24724e+006,37955.8,0.00016583,0.616483,0.942929
1.88616e+008,1.87172,1.95193e+030,2.3504e+027,3.5677e+015,9.21942e+006,37614.2,0.000162368,0.614628,0.948586
1.89312e+008,1.87863,1.96364e+030,2.35228e+027,3.52488e+015,9.19163e+006,37275.1,0.000158973,0.612775,0.954233
1.90008e+008,1.88554,1.97534e+030,2.35412e+027,3.48251e+015,9.16388e+006,36938.5,0.000155644,0.610925,0.95987
1.90704e+008,1.89244,1.98701e+030,2.35592e+027,3.44058e+015,9.13617e+006,36604.5,0.00015238,0.609078,0.965497
1.914e+008,1.89935,1.99866e+030,2.35768e+027,3.39909e+015,9.1085e+006,36272.9,0.000149179,0.607234,0.971114
1.92096e+008,1.90626,2.01029e+030,2.35939e+027,3.35804e+015,9.08087e+006,35943.8,0.00014604,0.605392,0.976721
1.92792e+008,1.91317,2.02189e+030,2.36107e+027,3.31742e+015,9.05329e+006,35617.2,0.000142962,0.603553,0.982316
1.93488e+008,1.92007,2.03348e+030,2.36271e+027,3.27723e+015,9.02574e+006,35293.1,0.000139945,0.601716,0.987901
1.94184e+008,1.92698,2.04504e+030,2.36431e+027,3.23747e+015,8.99824e+006,34971.5,0.000136987,0.599883,0.993475
1.9488e+008,1.93389,2.05658e+030,2.36587e+027,3.19812e+015,8.97078e+006,34652.3,0.000134087,0.598052,0.999038
1.95576e+008,1.94079,2.0681e+030,2.3674e+027,3.1592e+015,8.94336e+006,34335.5,0.000131245,0.596224,1.00459
1.96272e+008,1.9477,2.07959e+030,2.36889e+027,3.1207e+015,8.91598e+006,34021.2,0.000128458,0.594399,1.01013
1.96968e+008,1.95461,2.09106e+030,2.37035e+027,3.08261e+015,8.88865e+006,33709.2,0.000125727,0.592577,1.01566
1.97664e+008,1.96151,2.1025e+030,2.37178e+027,3.04493e+015,8.86136e+006,33399.7,0.00012305,0.590758,1.02117
1.9836e+008,1.96842,2.11392e+030,2.37317e+027,3.00766e+015,8.83412e+006,33092.6,0.000120426,0.588941,1.02668
1.99056e+008,1.97533,2.12531e+030,2.37452e+027,2.97079e+015,8.80692e+006,32787.9,0.000117854,0.587128,1.03217
1.99752e+008,1.98223,2.13668e+030,2.37585e+027,2.93432e+015,8.77977e+006,32485.5,0.000115334,0.585318,1.03765
2.00448e+008,1.98914,2.14802e+030,2.37714e+027,2.89824e+015,8.75266e+006,32185.6,0.000112864,0.58351,1.04311
2.01144e+008,1.99605,2.15934e+030,2.37841e+027,2.86256e+015,8.72559e+006,31887.9,0.000110444,0.581706,1.04857
2.0184e+008,2.00295,2.17063e+030,2.37964e+027,2.82727e+015,8.69858e+006,31592.6,0.000108072,0.579905,1.05401
2.02536e+008,2.00986,2.18189e+030,2.38084e+027,2.79237e+015,8.67161e+006,31299.7,0.000105748,0.578107,1.05943
2.03232e+008,2.01677,2.19312e+030,2.38202e+027,2.75785e+015,8.64468e+006,31009,0.000103471,0.576312,1.06485
2.03928e+008,2.02367,2.20433e+030,2.38317e+027,2.72371e+015,8.6178e+006,30720.7,0.00010124,0.57452,1.07024
2.04624e+008,2.03058,2.2155e+030,2.38428e+027,2.68995e+015,8.59097e+006,30434.7,9.90545e-005,0.572732,1.07563
2.0532e+008,2.03749,2.22665e+030,2.38538e+027,2.65657e+015,8.56419e+006,30150.9,9.6913e-005,0.570946,1.081
2.06016e+008,2.04439,2.23777e+030,2.38644e+027,2.62355e+015,8.53746e+006,29869.4,9.48151e-005,0.569164,1.08636
2.06712e+008,2.0513,2.24886e+030,2.38748e+027,2.5909e+015,8.51077e+006,29590.2,9.27599e-005,0.567385,1.0917
2.07408e+008,2.05821,2.25992e+030,2.3885e+027,2.55862e+015,8.48414e+006,29313.3,9.07466e-005,0.565609,1.09703
2.08104e+008,2.06511,2.27095e+030,2.38949e+027,2.52669e+015,8.45755e+006,29038.5,8.87745e-005,0.563836,1.10235
2.088e+008,2.07202,2.28196e+030,2.39045e+027,2.49513e+015,8.43101e+006,28766,8.68428e-005,0.562067,1.10765
2.09496e+008,2.07893,2.29293e+030,2.3914e+027,2.46392e+015,8.40452e+006,28495.7,8.49507e-005,0.560301,1.11294
2.10192e+008,2.08583,2.30387e+030,2.39232e+027,2.43306e+015,8.37808e+006,28227.6,8.30976e-005,0.558539,1.11821
2.10888e+008,2.09274,2.31478e+030,2.39321e+027,2.40255e+015,8.35169e+006,27961.7,8.12825e-005,0.556779,1.12346
2.11584e+008,2.09965,2.32565e+030,2.39409e+027,2.37238e+015,8.32535e+006,27698,7.9505e-005,0.555023,1.1287
2.1228e+008,2.10655,2.3365e+030,2.39494e+027,2.34256e+015,8.29906e+006,27436.5,7.77642e-005,0.553271,1.13393
2.12976e+008,2.11346,2.34732e+030,2.39577e+027,2.31307e+015,8.27282e+006,27177,7.60594e-005,0.551521,1.13914
2.13672e+008,2.12037,2.3581e+030,2.39658e+027,2.28393e+015,8.24663e+006,26919.8,7.439e-005,0.549776,1.14433
2.14368e+008,2.12727,2.36885e+030,2.39737e+027,2.25511e+015,8.2205e+006,26664.6,7.27553e-005,0.548033,1.14951
2.15064e+008,2.13418,2.37957e+030,2.39814e+027,2.22662e+015,8.19441e+006,26411.6,7.11546e-005,0.546294,1.15467
2.1576e+008,2.14109,2.39025e+030,2.3989e+027,2.19846e+015,8.16838e+006,26160.7,6.95872e-005,0.544559,1.15982
2.16456e+008,2.14799,2.4009e+030,2.39963e+027,2.17063e+015,8.1424e+006,25911.9,6.80526e-005,0.542827,1.16495
2.17152e+008,2.1549,2.41152e+030,2.40034e+027,2.14311e+015,8.11647e+006,25665.1,6.65501e-005,0.541098,1.17007
2.17848e+008,2.16181,2.42211e+030,2.40104e+027,2.11591e+015,8.0906e+006,25420.4,6.50791e-005,0.539373,1.17516
2.18544e+008,2.16871,2.43266e+030,2.40172e+027,2.08903e+015,8.06477e+006,25177.8,6.36389e-005,0.537652,1.18025
2.1924e+008,2.17562,2.44318e+030,2.40238e+027,2.06245e+015,8.039e+006,24937.2,6.2229e-005,0.535934,1.18531
2.19936e+008,2.18253,2.45366e+030,2.40303e+027,2.03619e+015,8.01329e+006,24698.7,6.08488e-005,0.534219,1.19036
2.20632e+008,2.18943,2.46411e+030,2.40366e+027,2.01023e+015,7.98762e+006,24462.1,5.94977e-005,0.532508,1.19539
2.21328e+008,2.19634,2.47452e+030,2.40427e+027,1.98457e+015,7.96201e+006,24227.6,5.81751e-005,0.530801,1.20041
2.22024e+008,2.20325,2.4849e+030,2.40487e+027,1.95921e+015,7.93646e+006,23995,5.68806e-005,0.529097,1.20541
2.2272e+008,2.21015,2.49525e+030,2.40545e+027,1.93415e+015,7.91095e+006,23764.4,5.56134e-005,0.527397,1.21039
2.23416e+008,2.21706,2.50556e+030,2.40601e+027,1.90938e+015,7.8855e+006,23535.8,5.43731e-005,0.5257,1.21535
2.24112e+008,2.22397,2.51583e+030,2.40657e+027,1.88491e+015,7.86011e+006,23309.2,5.31591e-005,0.524007,1.2203
2.24808e+008,2.23087,2.52607e+030,2.4071e+027,1.86072e+015,7.83477e+006,23084.5,5.1971e-005,0.522318,1.22523
2.25504e+008,2.23778,2.53627e+030,2.40763e+027,1.83681e+015,7.80949e+006,22861.7,5.08082e-005,0.520632,1.23014
2.262e+008,2.24469,2.54644e+030,2.40814e+027,1.81319e+015,7.78425e+006,22640.8,4.96703e-005,0.51895,1.23504
2.26896e+008,2.2516,2.55657e+030,2.40864e+027,1.78985e+015,7.75908e+006,22421.9,4.85566e-005,0.517272,1.23992
2.27592e+008,2.2585,2.56666e+030,2.40912e+027,1.76678e+015,7.73396e+006,22204.8,4.74668e-005,0.515597,1.24478
2.28288e+008,2.26541,2.57672e+030,2.40959e+027,1.74399e+015,7.70889e+006,21989.6,4.64003e-005,0.513926,1.24962
2.28984e+008,2.27232,2.58674e+030,2.41005e+027,1.72146e+015,7.68388e+006,21776.3,4.53568e-005,0.512259,1.25445
2.2968e+008,2.27922,2.59673e+030,2.4105e+027,1.69921e+015,7.65893e+006,21564.8,4.43356e-005,0.510595,1.25925
2.30376e+008,2.28613,2.60667e+030,2.41094e+027,1.67722e+015,7.63403e+006,21355.1,4.33365e-005,0.508935,1.26404
2.31072e+008,2.29304,2.61658e+030,2.41136e+027,1.65549e+015,7.60918e+006,21147.3,4.23589e-005,0.507279,1.26882
2.31768e+008,2.29994,2.62646e+030,2.41178e+027,1.63403e+015,7.5844e+006,20941.3,4.14023e-005,0.505626,1.27357
2.32464e+008,2.30685,2.63629e+030,2.41218e+027,1.61282e+015,7.55967e+006,20737.2,4.04665e-005,0.503978,1.2783
2.3316e+008,2.31376,2.64609e+030,2.41257e+027,1.59186e+015,7.53499e+006,20534.7,3.95509e-005,0.502333,1.28302
2.33856e+008,2.32066,2.65585e+030,2.41295e+027,1.57116e+015,7.51037e+006,20334.1,3.86552e-005,0.500691,1.28772
2.34552e+008,2.32757,2.66558e+030,2.41332e+027,1.55071e+015,7.48581e+006,20135.3,3.77788e-005,0.499054,1.2924
2.35248e+008,2.33448,2.67526e+030,2.41369e+027,1.5305e+015,7.4613e+006,19938.2,3.69216e-005,0.49742,1.29706
2.35944e+008,2.34138,2.68491e+030,2.41404e+027,1.51054e+015,7.43685e+006,19742.8,3.60829e-005,0.49579,1.30171
2.3664e+008,2.34829,2.69452e+030,2.41438e+027,1.49082e+015,7.41246e+006,19549.2,3.52626e-005,0.494164,1.30633
2.37336e+008,2.3552,2.70409e+030,2.41471e+027,1.47134e+015,7.38812e+006,19357.3,3.44601e-005,0.492542,1.31094
2.38032e+008,2.3621,2.71362e+030,2.41504e+027,1.45209e+015,7.36385e+006,19167,3.36752e-005,0.490923,1.31553
2.38728e+008,2.36901,2.72312e+030,2.41536e+027,1.43308e+015,7.33962e+006,18978.5,3.29074e-005,0.489308,1.3201
2.39424e+008,2.37592,2.73257e+030,2.41566e+027,1.4143e+015,7.31546e+006,18791.7,3.21565e-005,0.487697,1.32465
2.4012e+008,2.38282,2.74199e+030,2.41596e+027,1.39575e+015,7.29135e+006,18606.5,3.14219e-005,0.48609,1.32919
2.40816e+008,2.38973,2.75137e+030,2.41625e+027,1.37742e+015,7.2673e+006,18423,3.07036e-005,0.484487,1.3337
2.41512e+008,2.39664,2.76071e+030,2.41654e+027,1.35932e+015,7.24331e+006,18241.1,3.0001e-005,0.482887,1.3382
2.42208e+008,2.40354,2.77001e+030,2.41681e+027,1.34144e+015,7.21937e+006,18060.9,2.93138e-005,0.481291,1.34267
2.42904e+008,2.41045,2.77928e+030,2.41708e+027,1.32378e+015,7.19549e+006,17882.3,2.86418e-005,0.479699,1.34713
2.436e+008,2.41736,2.7885e+030,2.41734e+027,1.30634e+015,7.17167e+006,17705.3,2.79846e-005,0.478111,1.35157
2.44296e+008,2.42426,2.79769e+030,2.4176e+027,1.28911e+015,7.14791e+006,17529.8,2.7342e-005,0.476527,1.35599
2.44992e+008,2.43117,2.80683e+030,2.41784e+027,1.2721e+015,7.1242e+006,17356,2.67135e-005,0.474947,1.36039
2.45688e+008,2.43808,2.81594e+030,2.41808e+027,1.25529e+015,7.10055e+006,17183.7,2.60989e-005,0.47337,1.36478
2.46384e+008,2.44498,2.82501e+030,2.41832e+027,1.23869e+015,7.07696e+006,17013,2.5498e-005,0.471798,1.36914
2.4708e+008,2.45189,2.83403e+030,2.41855e+027,1.2223e+015,7.05343e+006,16843.9,2.49104e-005,0.470229,1.37349
2.47776e+008,2.4588,2.84302e+030,2.41877e+027,1.20611e+015,7.02996e+006,16676.3,2.43358e-005,0.468664,1.37781
2.48472e+008,2.4657,2.85197e+030,2.41898e+027,1.19012e+015,7.00654e+006,16510.2,2.3774e-005,0.467103,1.38212
2.49168e+008,2.47261,2.86088e+030,2.41919e+027,1.17432e+015,6.98318e+006,16345.6,2.32247e-005,0.465545,1.38641
2.49864e+008,2.47952,2.86975e+030,2.4194e+027,1.15873e+015,6.95988e+006,16182.5,2.26876e-005,0.463992,1.39068
2.5056e+008,2.48642,2.87859e+030,2.41959e+027,1.14333e+015,6.93664e+006,16020.9,2.21626e-005,0.462442,1.39493
2.51256e+008,2.49333,2.88738e+030,2.41979e+027,1.12812e+015,6.91345e+006,15860.8,2.16492e-005,0.460897,1.39916
2.51952e+008,2.50024,2.89613e+030,2.41997e+027,1.1131e+015,6.89032e+006,15702.2,2.11473e-005,0.459355,1.40337
2.52648e+008,2.50714,2.90484e+030,2.42016e+027,1.09827e+015,6.86726e+006,15545,2.06567e-005,0.457817,1.40756
2.53344e+008,2.51405,2.91352e+030,2.42033e+027,1.08362e+015,6.84425e+006,15389.3,2.0177e-005,0.456283,1.41173
2.5404e+008,2.52096,2.92215e+030,2.4205e+027,1.06916e+015,6.82129e+006,15235,1.97081e-005,0.454753,1.41589
2.54736e+008,2.52786,2.93074e+030,2.42067e+027,1.05488e+015,6.7984e+006,15082.1,1.92497e-005,0.453227,1.42002
2.55432e+008,2.53477,2.9393e+030,2.42083e+027,1.04077e+015,6.77556e+006,14930.6,1.88016e-005,0.451704,1.42414
2.56128e+008,2.54168,2.94781e+030,2.42099e+027,1.02685e+015,6.75279e+006,14780.5,1.83636e-005,0.450186,1.42824
2.56824e+008,2.54858,2.95629e+030,2.42115e+027,1.0131e+015,6.73007e+006,14631.8,1.79355e-005,0.448671,1.43232
2.5752e+008,2.55549,2.96472e+030,2.4213e+027,9.99523e+014,6.7074e+006,14484.5,1.7517e-005,0.44716,1.43637
2.58216e+008,2.5624,2.97312e+030,2.42144e+027,9.86118e+014,6.6848e+006,14338.6,1.71079e-005,0.445653,1.44041
2.58912e+008,2.5693,2.98148e+030,2.42158e+027,9.72882e+014,6.66226e+006,14194,1.67081e-005,0.44415,1.44443
2.59608e+008,2.57621,2.98979e+030,2.42172e+027,9.59813e+014,6.63977e+006,14050.8,1.63173e-005,0.442651,1.44843
2.60304e+008,2.58312,2.99807e+030,2.42185e+027,9.4691e+014,6.61734e+006,13908.9,1.59354e-005,0.441156,1.45242
2.61e+008,2.59003,3.00631e+030,2.42198e+027,9.34171e+014,6.59497e+006,13768.3,1.55621e-005,0.439665,1.45638
2.61696e+008,2.59693,3.0145e+030,2.42211e+027,9.21593e+014,6.57266e+006,13629,1.51972e-005,0.438177,1.46032
2.62392e+008,2.60384,3.02266e+030,2.42223e+027,9.09174e+014,6.5504e+006,13491,1.48407e-005,0.436694,1.46425
2.63088e+008,2.61075,3.03078e+030,2.42235e+027,8.96914e+014,6.52821e+006,13354.4,1.44922e-005,0.435214,1.46815
2.63784e+008,2.61765,3.03886e+030,2.42247e+027,8.8481e+014,6.50607e+006,13219,1.41517e-005,0.433738,1.47204
2.6448e+008,2.62456,3.0469e+030,2.42258e+027,8.7286e+014,6.48399e+006,13084.8,1.38189e-005,0.432266,1.47591
2.65176e+008,2.63147,3.0549e+030,2.42269e+027,8.61062e+014,6.46197e+006,12952,1.34937e-005,0.430798,1.47975
2.65872e+008,2.63837,3.06285e+030,2.42279e+027,8.49415e+014,6.44001e+006,12820.4,1.31759e-005,0.429334,1.48358
2.66568e+008,2.64528,3.07077e+030,2.4229e+027,8.37917e+014,6.4181e+006,12690,1.28654e-005,0.427873,1.48739
2.67264e+008,2.65219,3.07866e+030,2.423e+027,8.26566e+014,6.39625e+006,12560.8,1.25619e-005,0.426417,1.49118
2.6796e+008,2.65909,3.0865e+030,2.4231e+027,8.15361e+014,6.37446e+006,12432.9,1.22654e-005,0.424964,1.49496
2.68656e+008,2.666,3.0943e+030,2.42319e+027,8.04299e+014,6.35273e+006,12306.2,1.19757e-005,0.423516,1.49871
